,Mean Price,Median Price,Normalised Median House Price,Normalised Mean House Price,Facility No Outlier
42,1674928.571,1375000,0.7051529387990914,0.6322708669229815,0.5422222222222223
43,523575.0,515000,0.1900097687280468,0.20563065856381,0.43555555555555553
44,269357.143,239000,0.07626660933531194,0.06870891727644797,0.4622222222222222
45,448333.333,442500,0.15634484438500162,0.16966389681260077,0.37333333333333335
46,306500.0,262500,0.09288521337008894,0.0803671090164951,0.48444444444444446
47,1093800.0,1100000,0.44514209432515167,0.4958452189011534,0.6844444444444444
48,1080366.6670000001,1088500,0.43913169932526513,0.49014014634751335,0.5111111111111111
49,466250.0,477500,0.16436119042149408,0.18702716110628798,0.24888888888888888
50,856964.286,849250,0.33917612212598325,0.3714498325685229,0.52
51,897693.548,795000,0.35739936967548347,0.3445367729133077,0.9333333333333333
52,490333.333,505000,0.175136650558141,0.2006697259084708,0.3377777777777778
53,389500.0,382000,0.13002140175986437,0.1396502542477986,0.27111111111111114
54,386666.667,380500,0.12875370069891295,0.1389061143494977,0.29777777777777775
55,858777.7779999999,815500,0.33998752189171033,0.35470668485675305,0.36444444444444446
56,224666.667,189000,0.05627101974537534,0.04390425399975195,0.23555555555555555
57,1792625.0,1776250,0.7578131407285832,0.8313282897184671,0.28444444444444444
58,231000.0,231000,0.05910470465408838,0.0647401711521766,0.1511111111111111
59,888750.0,888750,0.35339781204414616,0.3910455165571127,0.0
60,343208.333,328750,0.10930940095759026,0.11323328785811733,0.5733333333333334
61,183625.0,186750,0.03790799471474367,0.042788044152300635,0.3377777777777778
62,2333916.667,2116250,1.0,1.0,0.4488888888888889
63,345125.0,339500,0.11016696369002961,0.11856629046260697,0.18666666666666668
64,957142.8570000001,905000,0.3839984147196519,0.39910703212203896,0.52
65,186200.0,225000,0.03906011140273971,0.061763611558973086,0.29333333333333333
66,285333.333,251500,0.0834147394749607,0.07491008309562197,0.10666666666666667
67,345750.0,345750,0.11044660366284419,0.12166687337219398,0.4622222222222222
68,343333.333,360000,0.10936532895215317,0.12873620240605232,0.37333333333333335
69,267392.857,252500,0.07538774072148788,0.0754061763611559,0.6755555555555556
70,171250.0,171250,0.0323711232530151,0.03509859853652487,0.16
71,1203562.5,1159500,0.49425246635084713,0.5253627682004217,0.6266666666666667
72,605166.667,590500,0.22651583519488808,0.24308570011162098,0.5511111111111111
73,389500.0,395000,0.13002140175986437,0.14609946669973956,0.21777777777777776
74,583350.0,565000,0.2167545357280327,0.23043532184050602,0.5911111111111111
75,1370272.727,1352500,0.5688426157047535,0.6211087684484683,0.5333333333333333
76,633351.351,642500,0.23912633802296385,0.2688825499193848,0.8222222222222222
77,98900.0,114500,0.0,0.006945305717474886,0.30666666666666664
