,lga_id,lga_name,postal_town,postal_postcode,address_postcode
1552,57,Ballarat (C),BALLARAT WEST,3350,3350
1553,57,Ballarat (C),BALLARAT EAST,3350,3350
1554,673,Warrnambool (C),WARRNAMBOOL,3280,3280
1555,57,Ballarat (C),BALLARAT,3350,3350
1556,425,Mansfield (S),MANSFIELD,3724,3722
1557,311,Hobsons Bay (C),NEWPORT,3015,3015
1558,311,Hobsons Bay (C),WILLIAMSTOWN,3016,3016
1559,111,Boroondara (C),KEW,3101,3101
1560,231,Glen Eira (C),ELSTERNWICK,3185,3183
1561,460,Melbourne (C),NORTH MELBOURNE,3051,3051
1562,670,Wangaratta (RC),WANGARATTA,3677,3677
1563,635,Stonnington (C),WINDSOR,3181,3181
1564,590,Port Phillip (C),ST KILDA EAST,3183,3183
1565,485,Mitchell (S),KILMORE,3764,3764
1566,506,Moonee Valley (C),FLEMINGTON,3031,3031
1567,262,Greater Bendigo (C),BENDIGO,3550,3550
1568,167,Central Goldfields (S),MARYBOROUGH,3465,3465
1569,167,Central Goldfields (S),MARYBOROUGH,3465,3465
1570,211,East Gippsland (S),BAIRNSDALE,3875,3875
1571,57,Ballarat (C),REDAN,3350,3350
1572,111,Boroondara (C),HAWTHORN,3122,3122
1573,635,Stonnington (C),GLEN IRIS,3146,3146
1574,189,Darebin (C),NORTHCOTE,3070,3070
1575,189,Darebin (C),PRESTON,3072,3072
1576,381,Latrobe (C),MORWELL,3841,3840
1577,381,Latrobe (C),TRARALGON,3844,3844
1578,283,Greater Shepparton (C),SHEPPARTON,3630,3630
1579,485,Mitchell (S),SEYMOUR,3660,3660
1580,127,Buloke (S),DONALD,3480,3480
1581,485,Mitchell (S),KILMORE,3764,3764
1582,515,Moorabool (S),BALLAN,3342,3342
1583,515,Moorabool (S),GORDON,3345,3345
1584,413,Macedon Ranges (S),LANCEFIELD,3435,3435
1585,291,Hepburn (S),CRESWICK,3363,3363
1586,626,Southern Grampians (S),TARRINGTON,3301,3301
1587,262,Greater Bendigo (C),KANGAROO FLAT,3555,3555
1588,101,Benalla (RC),BENALLA,3672,3672
1589,515,Moorabool (S),DUNNSTOWN,3352,3352
1590,275,Greater Geelong (C),NEWTOWN,3220,3220
1591,581,Northern Grampians (S),ST ARNAUD,3478,3478
1592,478,Mildura (RC),MILDURA,3500,3500
1593,91,Bayside (C),BRIGHTON,3186,3186
1594,91,Bayside (C),BRIGHTON,3186,3186
1595,231,Glen Eira (C),BENTLEIGH EAST,3165,3165
1596,111,Boroondara (C),KEW,3101,3101
1597,262,Greater Bendigo (C),EAGLEHAWK,3556,3556
1598,57,Ballarat (C),MOUNT CLEAR,3350,3350
1599,57,Ballarat (C),BALLARAT,3350,3350
1600,543,Mount Alexander (S),CASTLEMAINE,3450,3450
1601,413,Macedon Ranges (S),KYNETON,3444,3444
1602,413,Macedon Ranges (S),WOODEND,3442,3442
1603,127,Buloke (S),CHARLTON,3525,3525
1604,283,Greater Shepparton (C),TATURA,3616,3616
1605,460,Melbourne (C),SOUTH YARRA,3141,3141
1606,525,Moreland (C),COBURG,3058,3058
1607,726,Wyndham (C),WERRIBEE,3030,3030
1608,413,Macedon Ranges (S),GISBORNE,3437,3437
1609,327,Hume (C),SUNBURY,3429,3429
1610,335,Indigo (S),CHILTERN,3683,3683
1611,394,Loddon (S),INGLEWOOD,3517,3517
1612,101,Benalla (RC),BENALLA,3672,3672
1613,111,Boroondara (C),BALWYN,3103,3103
1614,145,Cardinia (S),PAKENHAM,3810,3810
1615,635,Stonnington (C),ARMADALE,3143,3143
1616,490,Moira (S),YARRAWONGA,3730,3730
1617,111,Boroondara (C),KEW,3101,3101
1618,626,Southern Grampians (S),PENSHURST,3289,3289
1619,26,Ararat (RC),ARARAT,3377,3377
1620,241,Glenelg (S),CASTERTON,3311,3311
1621,515,Moorabool (S),BACCHUS MARSH,3340,3340
1622,549,Moyne (S),KOROIT,3282,3282
1623,275,Greater Geelong (C),CORIO,3214,3214
1624,111,Boroondara (C),KEW,3101,3101
1625,735,Yarra (C),FITZROY,3065,3065
1626,735,Yarra (C),FITZROY,3065,3065
1627,745,Yarra Ranges (S),LILYDALE,3140,3140
1628,433,Maribyrnong (C),FOOTSCRAY,3011,3011
1629,433,Maribyrnong (C),YARRAVILLE,3013,3013
1630,319,Horsham (RC),HORSHAM,3402,3400
1631,175,Colac-Otway (S),COLAC,3250,3250
1632,175,Colac-Otway (S),COLAC,3250,3250
1633,343,Kingston (C),MENTONE,3194,3194
1634,534,Mornington Peninsula (S),MORNINGTON,3931,3931
1635,460,Melbourne (C),SOUTH YARRA,3141,3141
1636,275,Greater Geelong (C),NEWTOWN,3220,3220
1637,283,Greater Shepparton (C),SHEPPARTON,3630,3630
1638,490,Moira (S),YARRAWONGA,3730,3730
1639,735,Yarra (C),CLIFTON HILL,3068,3068
1640,490,Moira (S),NUMURKAH,3636,3636
1641,673,Warrnambool (C),WARRNAMBOOL,3280,3280
1642,241,Glenelg (S),PORTLAND,3305,3305
1643,275,Greater Geelong (C),DRYSDALE,3222,3222
1644,275,Greater Geelong (C),GEELONG,3220,3220
1645,275,Greater Geelong (C),GEELONG WEST,3218,3218
1646,698,Whitehorse (C),BURWOOD,3125,3125
1647,506,Moonee Valley (C),MOONEE PONDS,3039,3039
1648,745,Yarra Ranges (S),LILYDALE,3140,3140
1649,571,Nillumbik (S),ELTHAM,3095,3095
1650,735,Yarra (C),COLLINGWOOD,3066,3066
1651,763,Yarriambiack (S),WARRACKNABEAL,3393,3393
1652,137,Campaspe (S),ECHUCA WEST,3564,3564
1653,111,Boroondara (C),KEW,3101,3101
1654,26,Ararat (RC),ARARAT,3377,3377
1655,137,Campaspe (S),ECHUCA,3564,3564
1656,549,Moyne (S),PORT FAIRY,3284,3284
1657,137,Campaspe (S),ROCHESTER,3561,3561
1658,460,Melbourne (C),NORTH MELBOURNE,3051,3051
1659,241,Glenelg (S),PORTLAND SOUTH,3305,3305
1660,681,Wellington (S),SALE,3850,3850
1661,137,Campaspe (S),KYABRAM,3620,3620
1662,111,Boroondara (C),SURREY HILLS,3127,3127
1663,262,Greater Bendigo (C),ELMORE,3558,3558
1664,335,Indigo (S),BEECHWORTH,3747,3747
1665,626,Southern Grampians (S),COLERAINE,3315,3315
1666,183,Corangamite (S),CAMPERDOWN,3260,3260
1667,183,Corangamite (S),CAMPERDOWN,3260,3260
1668,506,Moonee Valley (C),ESSENDON,3040,3040
1669,291,Hepburn (S),DAYLESFORD,3460,3460
1670,626,Southern Grampians (S),HAMILTON,3300,3300
1671,262,Greater Bendigo (C),BENDIGO,3550,3550
1672,111,Boroondara (C),KEW,3101,3101
1673,717,Wodonga (C),WODONGA,3690,3690
1674,581,Northern Grampians (S),STAWELL,3380,3380
1675,590,Port Phillip (C),ST KILDA,3182,3182
1676,343,Kingston (C),MENTONE,3194,3194
1677,183,Corangamite (S),TERANG,3264,3264
1678,83,Baw Baw (S),WARRAGUL,3820,3820
1679,262,Greater Bendigo (C),QUARRY HILL,3550,3550
1680,91,Bayside (C),BRIGHTON,3186,3186
1681,66,Banyule (C),HEIDELBERG,3084,3084
1682,66,Banyule (C),HEIDELBERG,3084,3084
1683,525,Moreland (C),BRUNSWICK WEST,3055,3055
1684,343,Kingston (C),MORDIALLOC,3195,3195
1685,57,Ballarat (C),BALLARAT NORTH,3350,3350
1686,57,Ballarat (C),WENDOUREE,3355,3355
1687,525,Moreland (C),BRUNSWICK EAST,3057,3057
1688,231,Glen Eira (C),GLEN HUNTLY,3163,3163
1689,267,Greater Dandenong (C),DANDENONG,3175,3175
1690,91,Bayside (C),SANDRINGHAM,3191,3191
1691,74,Bass Coast (S),WONTHAGGI,3995,3995
1692,506,Moonee Valley (C),ASCOT VALE,3032,3032
1693,225,Gannawarra (S),KERANG,3579,3579
1694,635,Stonnington (C),MALVERN,3144,3144
1695,525,Moreland (C),BRUNSWICK NORTH,3056,3056
1696,626,Southern Grampians (S),HAMILTON,3300,3300
1697,57,Ballarat (C),BALLARAT,3354,3350
1698,617,South Gippsland (S),LEONGATHA,3953,3953
1699,617,South Gippsland (S),KORUMBURRA,3950,3950
1700,311,Hobsons Bay (C),WERRIBEE,3030,3015
1701,66,Banyule (C),IVANHOE,3079,3079
1702,745,Yarra Ranges (S),HEALESVILLE,3777,3777
1703,145,Cardinia (S),NAR NAR GOON,3812,3812
1704,111,Boroondara (C),HAWTHORN,3122,3122
1705,635,Stonnington (C),MALVERN EAST,3145,3145
1706,91,Bayside (C),BRIGHTON EAST,3187,3187
1707,460,Melbourne (C),KENSINGTON,3031,3031
1708,608,Queenscliffe (B),QUEENSCLIFF,3225,3225
1709,189,Darebin (C),ALPHINGTON,3078,3078
1710,635,Stonnington (C),MALVERN,3144,3144
1711,681,Wellington (S),YARRAM,3971,3971
1712,262,Greater Bendigo (C),WHITE HILLS,3550,3550
1713,590,Port Phillip (C),ELWOOD,3184,3184
1714,413,Macedon Ranges (S),KYNETON,3444,3444
1715,441,Maroondah (C),RINGWOOD EAST,3135,3135
1716,661,Swan Hill (RC),SWAN HILL,3585,3585
1717,534,Mornington Peninsula (S),MT ELIZA,3930,3930
1718,534,Mornington Peninsula (S),HASTINGS,3915,3915
1719,175,Colac-Otway (S),CORAGULAC,3249,3249
1720,118,Brimbank (C),SUNSHINE,3020,3020
1721,189,Darebin (C),THORNBURY,3071,3071
1722,673,Warrnambool (C),DENNINGTON,3280,3280
1723,635,Stonnington (C),TOORAK,3142,3142
1724,506,Moonee Valley (C),ESSENDON,3040,3040
1725,319,Horsham (RC),HORSHAM,3402,3400
1726,231,Glen Eira (C),CAULFIELD,3161,3161
1727,91,Bayside (C),BRIGHTON,3186,3186
1728,643,Strathbogie (S),EUROA,3666,3666
1729,506,Moonee Valley (C),NIDDRIE,3042,3033
1730,433,Maribyrnong (C),FOOTSCRAY,3011,3011
1731,490,Moira (S),COBRAM,3644,3644
1732,231,Glen Eira (C),CAULFIELD,3161,3161
1733,66,Banyule (C),IVANHOE,3079,3079
1734,643,Strathbogie (S),NAGAMBIE,3608,3608
1735,635,Stonnington (C),PRAHRAN EAST,3181,3181
1736,211,East Gippsland (S),ORBOST,3888,3888
1737,343,Kingston (C),MENTONE,3194,3194
1738,66,Banyule (C),IVANHOE,3079,3079
1739,11,Alpine (S),MYRTLEFORD,3737,3737
1740,111,Boroondara (C),KEW,3101,3101
1741,231,Glen Eira (C),ORMOND,3204,3204
1742,267,Greater Dandenong (C),KEYSBOROUGH,3173,3173
1743,506,Moonee Valley (C),ESSENDON,3040,3040
1744,562,Murrindindi (S),YEA,3717,3717
1745,111,Boroondara (C),DEEPDENE,3103,3103
1746,111,Boroondara (C),CANTERBURY,3126,3126
1747,231,Glen Eira (C),ORMOND,3204,3204
1748,343,Kingston (C),MENTONE,3194,3194
1749,343,Kingston (C),CHELSEA,3196,3196
1750,681,Wellington (S),SALE,3853,3850
1751,91,Bayside (C),BRIGHTON EAST,3187,3187
1752,635,Stonnington (C),TOORAK,3142,3142
1753,111,Boroondara (C),CAMBERWELL EAST,3124,3124
1754,91,Bayside (C),HAMPTON,3188,3188
1755,262,Greater Bendigo (C),HEATHCOTE,3523,3523
1756,225,Gannawarra (S),COHUNA,3568,3568
1757,111,Boroondara (C),BALWYN,3103,3126
1758,534,Mornington Peninsula (S),CRIB POINT,3919,3919
1759,91,Bayside (C),BRIGHTON,3186,3186
1760,525,Moreland (C),MORELAND,3058,3058
1761,497,Monash (C),MOUNT WAVERLEY,3149,3149
1762,698,Whitehorse (C),BOX HILL,3128,3128
1763,311,Hobsons Bay (C),ALTONA,3018,3018
1764,571,Nillumbik (S),ELTHAM,3095,3095
1765,478,Mildura (RC),MERBEIN,3505,3505
1766,217,Frankston (C),FRANKSTON SOUTH,3199,3199
1767,698,Whitehorse (C),KERRIMUIR,3129,3128
1768,189,Darebin (C),RESERVOIR,3073,3073
1769,231,Glen Eira (C),BENTLEIGH,3204,3204
1770,91,Bayside (C),BLACK ROCK,3193,3193
1771,327,Hume (C),SUNBURY,3429,3429
1772,681,Wellington (S),STRATFORD,3862,3862
1773,698,Whitehorse (C),BOX HILL,3128,3128
1774,83,Baw Baw (S),TRAFALGAR,3824,3824
1775,231,Glen Eira (C),MURRUMBEENA,3163,3163
1776,635,Stonnington (C),GLEN IRIS,3146,3146
1777,161,Casey (C),BERWICK,3806,3806
1778,111,Boroondara (C),CANTERBURY,3126,3126
1779,111,Boroondara (C),KEW EAST,3102,3102
1780,441,Maroondah (C),RINGWOOD,3134,3134
1781,66,Banyule (C),MONTMORENCY,3094,3094
1782,534,Mornington Peninsula (S),SORRENTO,3943,3943
1783,111,Boroondara (C),GLEN IRIS,3146,3146
1784,231,Glen Eira (C),ELSTERNWICK,3185,3185
1785,478,Mildura (RC),RED CLIFFS,3496,3496
1786,111,Boroondara (C),BALWYN,3103,3101
1787,707,Whittlesea (C),EPPING,3076,3076
1788,189,Darebin (C),NORTHCOTE,3070,3070
1789,497,Monash (C),OAKLEIGH,3166,3166
1790,525,Moreland (C),FAWKNER,3060,3060
1791,367,Knox (C),FERNTREE GULLY,3156,3156
1792,698,Whitehorse (C),MITCHAM,3132,3132
1793,283,Greater Shepparton (C),MOOROOPNA,3629,3629
1794,189,Darebin (C),PRESTON WEST,3072,3072
1795,635,Stonnington (C),TOORAK,3142,3142
1796,145,Cardinia (S),KOO WEE RUP,3981,3981
1797,506,Moonee Valley (C),STRATHMORE,3041,3041
1798,275,Greater Geelong (C),NEWTOWN,3220,3220
1799,267,Greater Dandenong (C),SPRINGVALE,3171,3171
1800,343,Kingston (C),MENTONE,3194,3194
1801,189,Darebin (C),PRESTON EAST,3073,3073
1802,111,Boroondara (C),CAMBERWELL,3124,3124
1803,525,Moreland (C),COBURG EAST,3058,3058
1804,698,Whitehorse (C),BURWOOD,3125,3125
1805,525,Moreland (C),PASCOE VALE,3044,3044
1806,433,Maribyrnong (C),KINGSVILLE,3012,3012
1807,275,Greater Geelong (C),NEWTOWN,3220,3220
1808,506,Moonee Valley (C),ESSENDON,3040,3040
1809,421,Manningham (C),DONVALE,3111,3111
1810,111,Boroondara (C),ASHBURTON,3147,3147
1811,515,Moorabool (S),CLARKES HILL,3352,3352
1812,231,Glen Eira (C),BENTLEIGH,3204,3204
1813,111,Boroondara (C),BALWYN NORTH,3104,3104
1814,497,Monash (C),CHADSTONE,3148,3148
1815,298,Hindmarsh (S),NHILL,3418,3418
1816,275,Greater Geelong (C),GEELONG EAST,3219,3219
1817,698,Whitehorse (C),BURWOOD,3125,3125
1818,381,Latrobe (C),MOE,3825,3825
1819,421,Manningham (C),BULLEEN,3105,3105
1820,83,Baw Baw (S),WARRAGUL,3820,3820
1821,478,Mildura (RC),IRYMPLE,3498,3498
1822,118,Brimbank (C),ALBION,3020,3020
1823,66,Banyule (C),IVANHOE NORTH,3079,3079
1824,549,Moyne (S),MORTLAKE,3272,3272
1825,91,Bayside (C),HIGHETT,3190,3190
1826,343,Kingston (C),CHELTENHAM,3192,3192
1827,698,Whitehorse (C),NUNAWADING,3131,3131
1828,441,Maroondah (C),CROYDON,3136,3136
1829,689,West Wimmera (S),EDENHOPE,3318,3318
1830,161,Casey (C),BERWICK,3806,3805
1831,562,Murrindindi (S),ALEXANDRA,3714,3714
1832,506,Moonee Valley (C),ESSENDON,3040,3040
1833,231,Glen Eira (C),ELSTERNWICK,3185,3185
1834,189,Darebin (C),THORNBURY EAST,3071,3071
1835,118,Brimbank (C),ST ALBANS,3021,3021
1836,698,Whitehorse (C),BLACKBURN,3130,3130
1837,137,Campaspe (S),RUSHWORTH,3612,3612
1838,681,Wellington (S),HEYFIELD,3858,3858
1839,275,Greater Geelong (C),NORTH GEELONG,3215,3214
1840,66,Banyule (C),HEIDELBERG WEST,3081,3081
1841,311,Hobsons Bay (C),SPOTSWOOD,3015,3015
1842,626,Southern Grampians (S),HAMILTON,3300,3300
1843,497,Monash (C),CHADSTONE,3148,3148
1844,267,Greater Dandenong (C),NOBLE PARK,3174,3174
1845,497,Monash (C),CLAYTON,3168,3168
1846,763,Yarriambiack (S),HOPETOUN,3396,3396
1847,231,Glen Eira (C),ST KILDA EAST,3183,3183
1848,506,Moonee Valley (C),NIDDRIE,3042,3042
1849,275,Greater Geelong (C),GEELONG NORTH,3215,3215
1850,275,Greater Geelong (C),MANIFOLD HEIGHTS,3218,3218
1851,66,Banyule (C),GREENSBOROUGH,3088,3088
1852,118,Brimbank (C),ARDEER,3022,3022
1853,118,Brimbank (C),DEER PARK,3023,3023
1854,433,Maribyrnong (C),BRAYBROOK,3019,3019
1855,525,Moreland (C),GLENROY,3046,3046
1856,267,Greater Dandenong (C),SPRINGVALE,3171,3171
1857,118,Brimbank (C),SUNSHINE WEST,3020,3020
1858,394,Loddon (S),PYRAMID HILL,3575,3575
1859,275,Greater Geelong (C),HERNE HILL,3218,3218
1860,91,Bayside (C),BEAUMARIS,3193,3193
1861,262,Greater Bendigo (C),KENNINGTON,3550,3550
1862,118,Brimbank (C),SUNSHINE NORTH,3020,3020
1863,57,Ballarat (C),SEBASTOPOL,3356,3356
1864,111,Boroondara (C),HAWTHORN,3122,3122
1865,478,Mildura (RC),MILDURA,3502,3500
1866,231,Glen Eira (C),ST KILDA EAST,3183,3183
1867,433,Maribyrnong (C),MARIBYRNONG,3032,3032
1868,381,Latrobe (C),NEWBOROUGH,3825,3825
1869,497,Monash (C),MOUNT WAVERLEY,3149,3149
1870,267,Greater Dandenong (C),DANDENONG NORTH,3175,3175
1871,283,Greater Shepparton (C),SHEPPARTON SOUTH,3630,3630
1872,698,Whitehorse (C),SURREY HILLS,3127,3127
1873,343,Kingston (C),MOORABBIN,3189,3189
1874,497,Monash (C),OAKLEIGH,3166,3166
1875,381,Latrobe (C),MORWELL EAST,3840,3840
1876,298,Hindmarsh (S),DIMBOOLA,3414,3414
1877,127,Buloke (S),SEA LAKE,3533,3533
1878,745,Yarra Ranges (S),YARRA JUNCTION,3797,3797
1879,189,Darebin (C),RESERVOIR EAST,3073,3073
1880,211,East Gippsland (S),LAKES ENTRANCE,3909,3909
1881,66,Banyule (C),ROSANNA,3084,3084
1882,667,Towong (S),TALLANGATTA,3700,3700
1883,497,Monash (C),OAKLEIGH EAST,3166,3166
1884,506,Moonee Valley (C),ABERFELDIE,3040,3040
1885,267,Greater Dandenong (C),DANDENONG,3175,3175
1886,211,East Gippsland (S),BAIRNSDALE,3875,3875
1887,661,Swan Hill (RC),ROBINVALE,3549,3549
1888,670,Wangaratta (RC),WANGARATTA,3676,3677
1889,698,Whitehorse (C),VERMONT SOUTH,3133,3133
1890,327,Hume (C),BROADMEADOWS,3047,3047
1891,137,Campaspe (S),TONGALA,3621,3621
1892,111,Boroondara (C),BALWYN NORTH,3104,3104
1893,497,Monash (C),GLEN WAVERLEY,3150,3150
1894,698,Whitehorse (C),BENNETTSWOOD,3125,3125
1895,497,Monash (C),GLEN WAVERLEY,3150,3150
1896,343,Kingston (C),PARKDALE EAST,3195,3195
1897,421,Manningham (C),DONCASTER EAST,3109,3109
1898,490,Moira (S),NATHALIA,3638,3638
1899,161,Casey (C),DOVETON,3177,3177
1900,441,Maroondah (C),RINGWOOD,3134,3134
1901,231,Glen Eira (C),CAULFIELD SOUTH,3162,3185
1902,534,Mornington Peninsula (S),MT ELIZA,3930,3930
1903,525,Moreland (C),FAWKNER NORTH,3060,3060
1904,497,Monash (C),MULGRAVE,3170,3170
1905,707,Whittlesea (C),LALOR,3075,3075
1906,525,Moreland (C),OAK PARK,3046,3046
1907,275,Greater Geelong (C),GEELONG,3220,3220
1908,745,Yarra Ranges (S),BELGRAVE,3160,3160
1909,673,Warrnambool (C),WARRNAMBOOL WEST,3280,3280
1910,506,Moonee Valley (C),AIRPORT WEST,3042,3042
1911,175,Colac-Otway (S),ELIMINYT,3250,3250
1912,571,Nillumbik (S),DIAMOND CREEK,3089,3089
1913,161,Casey (C),BERWICK,3806,3806
1914,506,Moonee Valley (C),ABERFELDIE,3040,3040
1915,111,Boroondara (C),HAWTHORN,3122,3122
1916,189,Darebin (C),KINGSBURY,3083,3083
1917,698,Whitehorse (C),BLACKBURN SOUTH,3130,3130
1918,670,Wangaratta (RC),WANGARATTA,3677,3677
1919,763,Yarriambiack (S),MURTOA,3390,3390
1920,441,Maroondah (C),CROYDON HILLS,3136,3136
1921,118,Brimbank (C),SUNSHINE WEST,3020,3020
1922,311,Hobsons Bay (C),ALTONA NORTH,3025,3018
1923,57,Ballarat (C),WENDOUREE,3355,3355
1924,421,Manningham (C),BULLEEN,3105,3105
1925,367,Knox (C),BORONIA,3155,3155
1926,667,Towong (S),CORRYONG,3707,3707
1927,745,Yarra Ranges (S),BELGRAVE,3160,3160
1928,367,Knox (C),BAYSWATER,3153,3153
1929,367,Knox (C),FERNTREE GULLY,3156,3156
1930,111,Boroondara (C),KEW,3101,3101
1931,311,Hobsons Bay (C),ALTONA NORTH,3025,3012
1932,343,Kingston (C),ASPENDALE,3195,3195
1933,525,Moreland (C),HADFIELD,3046,3046
1934,497,Monash (C),MOUNT WAVERLEY,3149,3149
1935,698,Whitehorse (C),BLACKBURN NORTH,3130,3130
1936,327,Hume (C),DALLAS,3047,3047
1937,311,Hobsons Bay (C),ALTONA NORTH,3025,3025
1938,745,Yarra Ranges (S),MOOROOLBARK,3138,3138
1939,707,Whittlesea (C),BUNDOORA,3083,3083
1940,707,Whittlesea (C),EPPING,3076,3076
1941,441,Maroondah (C),RINGWOOD,3134,3134
1942,275,Greater Geelong (C),NEWCOMB,3219,3219
1943,525,Moreland (C),COBURG,3058,3058
1944,698,Whitehorse (C),VERMONT,3133,3133
1945,681,Wellington (S),MAFFRA,3860,3860
1946,534,Mornington Peninsula (S),MORNINGTON,3931,3931
1947,217,Frankston (C),FRANKSTON EAST,3199,3199
1948,367,Knox (C),WANTIRNA SOUTH,3152,3152
1949,217,Frankston (C),FRANKSTON EAST,3199,3199
1950,217,Frankston (C),SEAFORD,3198,3198
1951,497,Monash (C),MULGRAVE,3170,3170
1952,506,Moonee Valley (C),AVONDALE HEIGHTS,3034,3034
1953,421,Manningham (C),DONCASTER,3108,3108
1954,161,Casey (C),ENDEAVOUR HILLS,3802,3802
1955,421,Manningham (C),TEMPLESTOWE,3106,3107
1956,698,Whitehorse (C),VERMONT,3133,3133
1957,497,Monash (C),WHEELERS HILL,3150,3150
1958,726,Wyndham (C),WERRIBEE,3030,3030
1959,231,Glen Eira (C),BENTLEIGH EAST,3165,3165
1960,681,Wellington (S),SALE,3850,3850
1961,311,Hobsons Bay (C),ALTONA NORTH,3025,3025
1962,506,Moonee Valley (C),KEILOR EAST,3033,3033
1963,673,Warrnambool (C),WARRNAMBOOL EAST,3280,3280
1964,11,Alpine (S),MYRTLEFORD,3737,3737
1965,311,Hobsons Bay (C),LAVERTON,3028,3028
1966,367,Knox (C),SCORESBY,3179,3179
1967,717,Wodonga (C),WODONGA WEST,3690,3690
1968,745,Yarra Ranges (S),MOUNT EVELYN,3796,3796
1969,441,Maroondah (C),WARRANWOOD,3134,3134
1970,262,Greater Bendigo (C),BENDIGO NORTH,3550,3550
1971,343,Kingston (C),DINGLEY,3172,3172
1972,635,Stonnington (C),DARLING SOUTH,3145,3145
1973,698,Whitehorse (C),NUNAWADING,3131,3131
1974,571,Nillumbik (S),ELTHAM,3095,3095
1975,118,Brimbank (C),ST ALBANS SOUTH,3021,3021
1976,478,Mildura (RC),MILDURA,3502,3500
1977,571,Nillumbik (S),HURSTBRIDGE,3099,3099
1978,726,Wyndham (C),HOPPERS CROSSING,3029,3029
1979,421,Manningham (C),DONVALE,3111,3111
1980,698,Whitehorse (C),KERRIMUIR,3129,3129
1981,231,Glen Eira (C),ELSTERNWICK,3185,3185
1982,707,Whittlesea (C),THOMASTOWN EAST,3074,3074
1983,413,Macedon Ranges (S),WOODEND,3442,3442
1984,327,Hume (C),GLADSTONE PARK,3043,3043
1985,161,Casey (C),CRANBOURNE,3977,3977
1986,267,Greater Dandenong (C),KEYSBOROUGH,3173,3173
1987,465,Melton (C),MELTON,3337,3337
1988,275,Greater Geelong (C),CORIO,3214,3214
1989,465,Melton (C),TAYLORS HILL,3037,3037
1990,497,Monash (C),MULGRAVE,3170,3150
1991,670,Wangaratta (RC),WANGARATTA,3676,3677
1992,441,Maroondah (C),RINGWOOD NORTH,3134,3134
1993,381,Latrobe (C),CHURCHILL,3842,3842
1994,698,Whitehorse (C),VERMONT SOUTH,3133,3133
1995,707,Whittlesea (C),THOMASTOWN WEST,3074,3074
1996,298,Hindmarsh (S),NHILL,3418,3418
1997,327,Hume (C),SUNBURY,3429,3429
1998,421,Manningham (C),DONVALE,3111,3111
1999,217,Frankston (C),LANGWARRIN,3910,3910
2000,118,Brimbank (C),KEALBA,3021,3021
2001,267,Greater Dandenong (C),DANDENONG NORTH,3175,3175
2002,189,Darebin (C),RESERVOIR NORTH,3073,3073
2003,118,Brimbank (C),KINGS PARK,3021,3021
2004,118,Brimbank (C),ST ALBANS,3021,3021
2005,145,Cardinia (S),BEACONSFIELD,3807,3807
2006,319,Horsham (RC),HORSHAM,3402,3400
2007,66,Banyule (C),ST HELENA,3088,3088
2008,367,Knox (C),VERMONT,3133,3152
2009,635,Stonnington (C),MALVERN,3144,3143
2010,726,Wyndham (C),WERRIBEE,3030,3029
2011,275,Greater Geelong (C),GROVEDALE,3216,3216
2012,118,Brimbank (C),KEILOR,3036,3036
2013,465,Melton (C),MELTON SOUTH,3338,3338
2014,571,Nillumbik (S),GREENSBOROUGH NORTH,3088,3088
2015,367,Knox (C),WANTIRNA,3152,3152
2016,118,Brimbank (C),SUNSHINE SOUTH WEST,3020,3020
2017,707,Whittlesea (C),BUNDOORA,3083,3083
2018,189,Darebin (C),PRESTON,3072,3072
2019,441,Maroondah (C),CROYDON HILLS,3136,3136
2020,745,Yarra Ranges (S),LILYDALE,3140,3116
2021,543,Mount Alexander (S),CAMPBELLS CREEK,3451,3451
2022,275,Greater Geelong (C),GEELONG,3221,3215
2023,745,Yarra Ranges (S),MONBULK,3793,3793
2024,717,Wodonga (C),WODONGA,3689,3690
2025,433,Maribyrnong (C),BRAYBROOK,3019,3019
2026,57,Ballarat (C),BALLARAT WEST,3350,3350
2027,745,Yarra Ranges (S),MOUNT EVELYN,3796,3796
2028,421,Manningham (C),PARK ORCHARDS,3114,3114
2029,381,Latrobe (C),TRARALGON WEST,3844,3844
2030,327,Hume (C),CRAIGIEBURN,3064,3064
2031,217,Frankston (C),FRANKSTON SOUTH,3199,3199
2032,707,Whittlesea (C),MILL PARK,3082,3082
2033,66,Banyule (C),WATSONIA,3087,3087
2034,465,Melton (C),MELTON,3337,3337
2035,74,Bass Coast (S),NEWHAVEN,3925,3922
2036,241,Glenelg (S),PORTLAND,3305,3305
2037,275,Greater Geelong (C),HIGHTON,3216,3216
2038,745,Yarra Ranges (S),MOOROOLBARK,3138,3138
2039,735,Yarra (C),FITZROY NORTH,3068,3068
2040,161,Casey (C),ENDEAVOUR HILLS,3802,3802
2041,343,Kingston (C),CLAYTON SOUTH,3169,3169
2042,534,Mornington Peninsula (S),MOUNT ELIZA,3930,3930
2043,490,Moira (S),NATHALIA,3638,3638
2044,262,Greater Bendigo (C),BENDIGO,3550,3550
2045,626,Southern Grampians (S),HAMILTON,3300,3300
2046,571,Nillumbik (S),DOREEN,3754,3754
2047,726,Wyndham (C),HOPPERS CROSSING NORTH,3029,3029
2048,367,Knox (C),ROWVILLE,3178,3178
2049,311,Hobsons Bay (C),ALTONA MEADOWS,3028,3028
2050,161,Casey (C),NARRE WARREN,3805,3805
2051,275,Greater Geelong (C),OCEAN GROVE,3226,3226
2052,118,Brimbank (C),SYDENHAM,3037,3037
2053,118,Brimbank (C),TAYLORS LAKES,3038,3036
